gen,batch,idx,kind,kept,score,d_db,beam,eta,s11_worst,copper,peak_x,peak_y,npy,png
7,6,13,kid,0,7.359258,13.9106,0.6459,0.9922,-18.6171,82,-2.00,-5.00,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b006_kid013.npy,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b006_kid013.png
7,6,14,kid,0,7.385813,13.9213,0.6460,0.9983,-22.0861,87,-2.00,-5.00,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b006_kid014.npy,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b006_kid014.png
7,6,15,kid,0,7.384222,13.9364,0.6463,0.9980,-22.6925,85,-2.00,-5.00,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b006_kid015.npy,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b006_kid015.png
7,6,16,kid,0,7.331057,13.9523,0.6465,0.9858,-14.8829,83,-2.00,-5.00,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b006_kid016.npy,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b006_kid016.png
7,6,17,kid,0,7.381499,13.9560,0.6466,0.9973,-21.4924,80,-2.00,-5.00,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b006_kid017.npy,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b006_kid017.png
7,6,18,ring,0,7.369073,13.9818,0.6470,0.9944,-19.0190,80,-2.00,-5.00,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b006_ring018.npy,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b006_ring018.png
7,6,19,ring,0,7.374480,13.9916,0.6473,0.9956,-18.8537,80,-2.00,-5.00,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b006_ring019.npy,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b006_ring019.png
7,7,1,kid,0,7.367916,13.9914,0.6471,0.9941,-17.9333,128,-2.00,-5.00,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b007_kid001.npy,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b007_kid001.png
7,7,2,kid,0,7.204669,13.9911,0.6466,0.9573,-11.1692,112,-2.00,-5.00,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b007_kid002.npy,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b007_kid002.png
7,7,3,kid,0,7.005966,13.9911,0.6466,0.9144,-8.7632,80,-2.00,-5.00,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b007_kid003.npy,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b007_kid003.png
7,7,4,kid,0,7.317032,13.9908,0.6466,0.9823,-15.7027,115,-2.00,-5.00,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b007_kid004.npy,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b007_kid004.png
7,7,5,kid,0,7.380475,13.9839,0.6466,0.9967,-20.0637,100,-2.00,-5.00,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b007_kid005.npy,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b007_kid005.png
7,7,6,kid,0,7.374769,13.9818,0.6466,0.9954,-20.0512,120,-2.00,-5.00,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b007_kid006.npy,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b007_kid006.png
7,7,7,kid,0,7.315723,13.9974,0.6468,0.9820,-13.3295,135,-2.00,-5.00,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b007_kid007.npy,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b007_kid007.png
7,7,8,kid,0,7.390500,14.0035,0.6470,0.9990,-26.4608,84,-2.00,-5.00,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b007_kid008.npy,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b007_kid008.png
7,7,9,kid,0,7.385107,14.0127,0.6472,0.9978,-21.9494,80,-2.00,-5.00,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b007_kid009.npy,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b007_kid009.png
7,7,10,kid,0,7.391789,14.0245,0.6474,0.9993,-26.1361,85,-2.00,-5.00,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b007_kid010.npy,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b007_kid010.png
7,7,11,kid,0,7.392257,14.0322,0.6476,0.9995,-27.9065,86,-2.00,-5.00,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b007_kid011.npy,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b007_kid011.png
7,7,12,kid,0,7.389862,14.0454,0.6480,0.9989,-22.4387,83,-2.00,-5.00,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b007_kid012.npy,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b007_kid012.png
7,7,13,kid,0,7.392831,14.0498,0.6481,0.9995,-26.0924,91,-2.00,-5.00,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b007_kid013.npy,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b007_kid013.png
7,7,14,kid,0,7.369874,14.0658,0.6482,0.9942,-17.5151,85,-2.00,-5.00,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b007_kid014.npy,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b007_kid014.png
7,7,15,kid,0,7.385576,14.0812,0.6484,0.9978,-21.8576,80,-2.00,-5.00,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b007_kid015.npy,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b007_kid015.png
7,7,16,kid,0,5.888061,14.0958,0.6485,0.9982,-22.1605,76,-2.00,-5.00,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b007_kid016.npy,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b007_kid016.png
7,7,17,kid,0,7.374545,14.1016,0.6486,0.9951,-18.4827,80,-2.00,-5.00,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b007_kid017.npy,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b007_kid017.png
7,7,18,ring,0,7.325715,14.1080,0.6487,0.9839,-14.2649,80,-2.00,-5.00,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b007_ring018.npy,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b007_ring018.png
7,7,19,ring,0,7.098512,14.1164,0.6483,0.9337,-10.4723,80,-2.00,-5.00,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b007_ring019.npy,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b007_ring019.png
